#1.2									
									
Genes	Genes	D5	D0	D5	D5	D5	D5	D0	D5
NA.15352	NA.15352	NA	NA	NA	NA	NA	NA	NA	NA
NA.15353	NA.15353	NA	NA	NA	NA	NA	NA	NA	NA
NA.15354	NA.15354	NA	NA	NA	NA	NA	NA	NA	NA
NA.15355	NA.15355	NA	NA	NA	NA	NA	NA	NA	NA
NA.15356	NA.15356	NA	NA	NA	NA	NA	NA	NA	NA
NA.15357	NA.15357	NA	NA	NA	NA	NA	NA	NA	NA
NA.15358	NA.15358	NA	NA	NA	NA	NA	NA	NA	NA
NA.15359	NA.15359	NA	NA	NA	NA	NA	NA	NA	NA
NA.15360	NA.15360	NA	NA	NA	NA	NA	NA	NA	NA
NA.15361	NA.15361	NA	NA	NA	NA	NA	NA	NA	NA
NA.15362	NA.15362	NA	NA	NA	NA	NA	NA	NA	NA
NA.15363	NA.15363	NA	NA	NA	NA	NA	NA	NA	NA
NA.15364	NA.15364	NA	NA	NA	NA	NA	NA	NA	NA
NA.15365	NA.15365	NA	NA	NA	NA	NA	NA	NA	NA
NA.15366	NA.15366	NA	NA	NA	NA	NA	NA	NA	NA
NA.15367	NA.15367	NA	NA	NA	NA	NA	NA	NA	NA
NA.15368	NA.15368	NA	NA	NA	NA	NA	NA	NA	NA
NA.15369	NA.15369	NA	NA	NA	NA	NA	NA	NA	NA
NA.15370	NA.15370	NA	NA	NA	NA	NA	NA	NA	NA
NA.15371	NA.15371	NA	NA	NA	NA	NA	NA	NA	NA
NA.15372	NA.15372	NA	NA	NA	NA	NA	NA	NA	NA
NA.15373	NA.15373	NA	NA	NA	NA	NA	NA	NA	NA
NA.15374	NA.15374	NA	NA	NA	NA	NA	NA	NA	NA
NA.15375	NA.15375	NA	NA	NA	NA	NA	NA	NA	NA
NA.15376	NA.15376	NA	NA	NA	NA	NA	NA	NA	NA
NA.15377	NA.15377	NA	NA	NA	NA	NA	NA	NA	NA
NA.15378	NA.15378	NA	NA	NA	NA	NA	NA	NA	NA
NA.15379	NA.15379	NA	NA	NA	NA	NA	NA	NA	NA
NA.15380	NA.15380	NA	NA	NA	NA	NA	NA	NA	NA
NA.15381	NA.15381	NA	NA	NA	NA	NA	NA	NA	NA
NA.15382	NA.15382	NA	NA	NA	NA	NA	NA	NA	NA
NA.15383	NA.15383	NA	NA	NA	NA	NA	NA	NA	NA
NA.15384	NA.15384	NA	NA	NA	NA	NA	NA	NA	NA
NA.15385	NA.15385	NA	NA	NA	NA	NA	NA	NA	NA
NA.15386	NA.15386	NA	NA	NA	NA	NA	NA	NA	NA
NA.15387	NA.15387	NA	NA	NA	NA	NA	NA	NA	NA
NA.15388	NA.15388	NA	NA	NA	NA	NA	NA	NA	NA
NA.15389	NA.15389	NA	NA	NA	NA	NA	NA	NA	NA
NA.15390	NA.15390	NA	NA	NA	NA	NA	NA	NA	NA
NA.15391	NA.15391	NA	NA	NA	NA	NA	NA	NA	NA
NA.15392	NA.15392	NA	NA	NA	NA	NA	NA	NA	NA
NA.15393	NA.15393	NA	NA	NA	NA	NA	NA	NA	NA
NA.15394	NA.15394	NA	NA	NA	NA	NA	NA	NA	NA
NA.15395	NA.15395	NA	NA	NA	NA	NA	NA	NA	NA
NA.15396	NA.15396	NA	NA	NA	NA	NA	NA	NA	NA
NA.15397	NA.15397	NA	NA	NA	NA	NA	NA	NA	NA
NA.15398	NA.15398	NA	NA	NA	NA	NA	NA	NA	NA
NA.15399	NA.15399	NA	NA	NA	NA	NA	NA	NA	NA
NA.15400	NA.15400	NA	NA	NA	NA	NA	NA	NA	NA
NA.15401	NA.15401	NA	NA	NA	NA	NA	NA	NA	NA
NA.15402	NA.15402	NA	NA	NA	NA	NA	NA	NA	NA
NA.15403	NA.15403	NA	NA	NA	NA	NA	NA	NA	NA
NA.15404	NA.15404	NA	NA	NA	NA	NA	NA	NA	NA
NA.15405	NA.15405	NA	NA	NA	NA	NA	NA	NA	NA
NA.15406	NA.15406	NA	NA	NA	NA	NA	NA	NA	NA
NA.15407	NA.15407	NA	NA	NA	NA	NA	NA	NA	NA
NA.15408	NA.15408	NA	NA	NA	NA	NA	NA	NA	NA
NA.15409	NA.15409	NA	NA	NA	NA	NA	NA	NA	NA
NA.15410	NA.15410	NA	NA	NA	NA	NA	NA	NA	NA
NA.15411	NA.15411	NA	NA	NA	NA	NA	NA	NA	NA
NA.15412	NA.15412	NA	NA	NA	NA	NA	NA	NA	NA
NA.15413	NA.15413	NA	NA	NA	NA	NA	NA	NA	NA
NA.15414	NA.15414	NA	NA	NA	NA	NA	NA	NA	NA
NA.15415	NA.15415	NA	NA	NA	NA	NA	NA	NA	NA
NA.15416	NA.15416	NA	NA	NA	NA	NA	NA	NA	NA
NA.15417	NA.15417	NA	NA	NA	NA	NA	NA	NA	NA
NA.15418	NA.15418	NA	NA	NA	NA	NA	NA	NA	NA
NA.15419	NA.15419	NA	NA	NA	NA	NA	NA	NA	NA
NA.15420	NA.15420	NA	NA	NA	NA	NA	NA	NA	NA
NA.15421	NA.15421	NA	NA	NA	NA	NA	NA	NA	NA
NA.15422	NA.15422	NA	NA	NA	NA	NA	NA	NA	NA
NA.15423	NA.15423	NA	NA	NA	NA	NA	NA	NA	NA
NA.15424	NA.15424	NA	NA	NA	NA	NA	NA	NA	NA
NA.15425	NA.15425	NA	NA	NA	NA	NA	NA	NA	NA
NA.15426	NA.15426	NA	NA	NA	NA	NA	NA	NA	NA
NA.15427	NA.15427	NA	NA	NA	NA	NA	NA	NA	NA
NA.15428	NA.15428	NA	NA	NA	NA	NA	NA	NA	NA
NA.15429	NA.15429	NA	NA	NA	NA	NA	NA	NA	NA
NA.15430	NA.15430	NA	NA	NA	NA	NA	NA	NA	NA
NA.15431	NA.15431	NA	NA	NA	NA	NA	NA	NA	NA
NA.15432	NA.15432	NA	NA	NA	NA	NA	NA	NA	NA
NA.15433	NA.15433	NA	NA	NA	NA	NA	NA	NA	NA
NA.15434	NA.15434	NA	NA	NA	NA	NA	NA	NA	NA
NA.15435	NA.15435	NA	NA	NA	NA	NA	NA	NA	NA
NA.15436	NA.15436	NA	NA	NA	NA	NA	NA	NA	NA
NA.15437	NA.15437	NA	NA	NA	NA	NA	NA	NA	NA
NA.15438	NA.15438	NA	NA	NA	NA	NA	NA	NA	NA
NA.15439	NA.15439	NA	NA	NA	NA	NA	NA	NA	NA
NA.15440	NA.15440	NA	NA	NA	NA	NA	NA	NA	NA
NA.15441	NA.15441	NA	NA	NA	NA	NA	NA	NA	NA
NA.15442	NA.15442	NA	NA	NA	NA	NA	NA	NA	NA
NA.15443	NA.15443	NA	NA	NA	NA	NA	NA	NA	NA
NA.15444	NA.15444	NA	NA	NA	NA	NA	NA	NA	NA
NA.15445	NA.15445	NA	NA	NA	NA	NA	NA	NA	NA
NA.15446	NA.15446	NA	NA	NA	NA	NA	NA	NA	NA
NA.15447	NA.15447	NA	NA	NA	NA	NA	NA	NA	NA
NA.15448	NA.15448	NA	NA	NA	NA	NA	NA	NA	NA
NA.15449	NA.15449	NA	NA	NA	NA	NA	NA	NA	NA
NA.15450	NA.15450	NA	NA	NA	NA	NA	NA	NA	NA
NA.15451	NA.15451	NA	NA	NA	NA	NA	NA	NA	NA
NA.15452	NA.15452	NA	NA	NA	NA	NA	NA	NA	NA
NA.15453	NA.15453	NA	NA	NA	NA	NA	NA	NA	NA
NA.15454	NA.15454	NA	NA	NA	NA	NA	NA	NA	NA
NA.15455	NA.15455	NA	NA	NA	NA	NA	NA	NA	NA
NA.15456	NA.15456	NA	NA	NA	NA	NA	NA	NA	NA
NA.15457	NA.15457	NA	NA	NA	NA	NA	NA	NA	NA
NA.15458	NA.15458	NA	NA	NA	NA	NA	NA	NA	NA
NA.15459	NA.15459	NA	NA	NA	NA	NA	NA	NA	NA
NA.15460	NA.15460	NA	NA	NA	NA	NA	NA	NA	NA
NA.15461	NA.15461	NA	NA	NA	NA	NA	NA	NA	NA
NA.15462	NA.15462	NA	NA	NA	NA	NA	NA	NA	NA
NA.15463	NA.15463	NA	NA	NA	NA	NA	NA	NA	NA
NA.15464	NA.15464	NA	NA	NA	NA	NA	NA	NA	NA
NA.15465	NA.15465	NA	NA	NA	NA	NA	NA	NA	NA
NA.15466	NA.15466	NA	NA	NA	NA	NA	NA	NA	NA
NA.15467	NA.15467	NA	NA	NA	NA	NA	NA	NA	NA
NA.15468	NA.15468	NA	NA	NA	NA	NA	NA	NA	NA
NA.15469	NA.15469	NA	NA	NA	NA	NA	NA	NA	NA
NA.15470	NA.15470	NA	NA	NA	NA	NA	NA	NA	NA
NA.15471	NA.15471	NA	NA	NA	NA	NA	NA	NA	NA
NA.15472	NA.15472	NA	NA	NA	NA	NA	NA	NA	NA
NA.15473	NA.15473	NA	NA	NA	NA	NA	NA	NA	NA
NA.15474	NA.15474	NA	NA	NA	NA	NA	NA	NA	NA
NA.15475	NA.15475	NA	NA	NA	NA	NA	NA	NA	NA
NA.15476	NA.15476	NA	NA	NA	NA	NA	NA	NA	NA
NA.15477	NA.15477	NA	NA	NA	NA	NA	NA	NA	NA
NA.15478	NA.15478	NA	NA	NA	NA	NA	NA	NA	NA
NA.15479	NA.15479	NA	NA	NA	NA	NA	NA	NA	NA
NA.15480	NA.15480	NA	NA	NA	NA	NA	NA	NA	NA
NA.15481	NA.15481	NA	NA	NA	NA	NA	NA	NA	NA
NA.15482	NA.15482	NA	NA	NA	NA	NA	NA	NA	NA
NA.15483	NA.15483	NA	NA	NA	NA	NA	NA	NA	NA
NA.15484	NA.15484	NA	NA	NA	NA	NA	NA	NA	NA
NA.15485	NA.15485	NA	NA	NA	NA	NA	NA	NA	NA
NA.15486	NA.15486	NA	NA	NA	NA	NA	NA	NA	NA
NA.15487	NA.15487	NA	NA	NA	NA	NA	NA	NA	NA
NA.15488	NA.15488	NA	NA	NA	NA	NA	NA	NA	NA
NA.15489	NA.15489	NA	NA	NA	NA	NA	NA	NA	NA
NA.15490	NA.15490	NA	NA	NA	NA	NA	NA	NA	NA
NA.15491	NA.15491	NA	NA	NA	NA	NA	NA	NA	NA
NA.15492	NA.15492	NA	NA	NA	NA	NA	NA	NA	NA
NA.15493	NA.15493	NA	NA	NA	NA	NA	NA	NA	NA
NA.15494	NA.15494	NA	NA	NA	NA	NA	NA	NA	NA
NA.15495	NA.15495	NA	NA	NA	NA	NA	NA	NA	NA
NA.15496	NA.15496	NA	NA	NA	NA	NA	NA	NA	NA
NA.15497	NA.15497	NA	NA	NA	NA	NA	NA	NA	NA
NA.15498	NA.15498	NA	NA	NA	NA	NA	NA	NA	NA
NA.15499	NA.15499	NA	NA	NA	NA	NA	NA	NA	NA
NA.15500	NA.15500	NA	NA	NA	NA	NA	NA	NA	NA
NA.15501	NA.15501	NA	NA	NA	NA	NA	NA	NA	NA
NA.15502	NA.15502	NA	NA	NA	NA	NA	NA	NA	NA
NA.15503	NA.15503	NA	NA	NA	NA	NA	NA	NA	NA
NA.15504	NA.15504	NA	NA	NA	NA	NA	NA	NA	NA
NA.15505	NA.15505	NA	NA	NA	NA	NA	NA	NA	NA
NA.15506	NA.15506	NA	NA	NA	NA	NA	NA	NA	NA
NA.15507	NA.15507	NA	NA	NA	NA	NA	NA	NA	NA
NA.15508	NA.15508	NA	NA	NA	NA	NA	NA	NA	NA
NA.15509	NA.15509	NA	NA	NA	NA	NA	NA	NA	NA
NA.15510	NA.15510	NA	NA	NA	NA	NA	NA	NA	NA
NA.15511	NA.15511	NA	NA	NA	NA	NA	NA	NA	NA
NA.15512	NA.15512	NA	NA	NA	NA	NA	NA	NA	NA
NA.15513	NA.15513	NA	NA	NA	NA	NA	NA	NA	NA
NA.15514	NA.15514	NA	NA	NA	NA	NA	NA	NA	NA
NA.15515	NA.15515	NA	NA	NA	NA	NA	NA	NA	NA
NA.15516	NA.15516	NA	NA	NA	NA	NA	NA	NA	NA
NA.15517	NA.15517	NA	NA	NA	NA	NA	NA	NA	NA
NA.15518	NA.15518	NA	NA	NA	NA	NA	NA	NA	NA
NA.15519	NA.15519	NA	NA	NA	NA	NA	NA	NA	NA
NA.15520	NA.15520	NA	NA	NA	NA	NA	NA	NA	NA
NA.15521	NA.15521	NA	NA	NA	NA	NA	NA	NA	NA
NA.15522	NA.15522	NA	NA	NA	NA	NA	NA	NA	NA
NA.15523	NA.15523	NA	NA	NA	NA	NA	NA	NA	NA
NA.15524	NA.15524	NA	NA	NA	NA	NA	NA	NA	NA
NA.15525	NA.15525	NA	NA	NA	NA	NA	NA	NA	NA
NA.15526	NA.15526	NA	NA	NA	NA	NA	NA	NA	NA
NA.15527	NA.15527	NA	NA	NA	NA	NA	NA	NA	NA
NA.15528	NA.15528	NA	NA	NA	NA	NA	NA	NA	NA
NA.15529	NA.15529	NA	NA	NA	NA	NA	NA	NA	NA
NA.15530	NA.15530	NA	NA	NA	NA	NA	NA	NA	NA
NA.15531	NA.15531	NA	NA	NA	NA	NA	NA	NA	NA
NA.15532	NA.15532	NA	NA	NA	NA	NA	NA	NA	NA
NA.15533	NA.15533	NA	NA	NA	NA	NA	NA	NA	NA
NA.15534	NA.15534	NA	NA	NA	NA	NA	NA	NA	NA
NA.15535	NA.15535	NA	NA	NA	NA	NA	NA	NA	NA
NA.15536	NA.15536	NA	NA	NA	NA	NA	NA	NA	NA
NA.15537	NA.15537	NA	NA	NA	NA	NA	NA	NA	NA
NA.15538	NA.15538	NA	NA	NA	NA	NA	NA	NA	NA
NA.15539	NA.15539	NA	NA	NA	NA	NA	NA	NA	NA
NA.15540	NA.15540	NA	NA	NA	NA	NA	NA	NA	NA
NA.15541	NA.15541	NA	NA	NA	NA	NA	NA	NA	NA
NA.15542	NA.15542	NA	NA	NA	NA	NA	NA	NA	NA
NA.15543	NA.15543	NA	NA	NA	NA	NA	NA	NA	NA
NA.15544	NA.15544	NA	NA	NA	NA	NA	NA	NA	NA
NA.15545	NA.15545	NA	NA	NA	NA	NA	NA	NA	NA
NA.15546	NA.15546	NA	NA	NA	NA	NA	NA	NA	NA
NA.15547	NA.15547	NA	NA	NA	NA	NA	NA	NA	NA
NA.15548	NA.15548	NA	NA	NA	NA	NA	NA	NA	NA
NA.15549	NA.15549	NA	NA	NA	NA	NA	NA	NA	NA
NA.15550	NA.15550	NA	NA	NA	NA	NA	NA	NA	NA
NA.15551	NA.15551	NA	NA	NA	NA	NA	NA	NA	NA
NA.15552	NA.15552	NA	NA	NA	NA	NA	NA	NA	NA
NA.15553	NA.15553	NA	NA	NA	NA	NA	NA	NA	NA
NA.15554	NA.15554	NA	NA	NA	NA	NA	NA	NA	NA
NA.15555	NA.15555	NA	NA	NA	NA	NA	NA	NA	NA
NA.15556	NA.15556	NA	NA	NA	NA	NA	NA	NA	NA
NA.15557	NA.15557	NA	NA	NA	NA	NA	NA	NA	NA
NA.15558	NA.15558	NA	NA	NA	NA	NA	NA	NA	NA
NA.15559	NA.15559	NA	NA	NA	NA	NA	NA	NA	NA
NA.15560	NA.15560	NA	NA	NA	NA	NA	NA	NA	NA
NA.15561	NA.15561	NA	NA	NA	NA	NA	NA	NA	NA
NA.15562	NA.15562	NA	NA	NA	NA	NA	NA	NA	NA
NA.15563	NA.15563	NA	NA	NA	NA	NA	NA	NA	NA
NA.15564	NA.15564	NA	NA	NA	NA	NA	NA	NA	NA
NA.15565	NA.15565	NA	NA	NA	NA	NA	NA	NA	NA
NA.15566	NA.15566	NA	NA	NA	NA	NA	NA	NA	NA
NA.15567	NA.15567	NA	NA	NA	NA	NA	NA	NA	NA
NA.15568	NA.15568	NA	NA	NA	NA	NA	NA	NA	NA
NA.15569	NA.15569	NA	NA	NA	NA	NA	NA	NA	NA
NA.15570	NA.15570	NA	NA	NA	NA	NA	NA	NA	NA
NA.15571	NA.15571	NA	NA	NA	NA	NA	NA	NA	NA
NA.15572	NA.15572	NA	NA	NA	NA	NA	NA	NA	NA
NA.15573	NA.15573	NA	NA	NA	NA	NA	NA	NA	NA
NA.15574	NA.15574	NA	NA	NA	NA	NA	NA	NA	NA
NA.15575	NA.15575	NA	NA	NA	NA	NA	NA	NA	NA
NA.15576	NA.15576	NA	NA	NA	NA	NA	NA	NA	NA
NA.15577	NA.15577	NA	NA	NA	NA	NA	NA	NA	NA
NA.15578	NA.15578	NA	NA	NA	NA	NA	NA	NA	NA
NA.15579	NA.15579	NA	NA	NA	NA	NA	NA	NA	NA
NA.15580	NA.15580	NA	NA	NA	NA	NA	NA	NA	NA
NA.15581	NA.15581	NA	NA	NA	NA	NA	NA	NA	NA
NA.15582	NA.15582	NA	NA	NA	NA	NA	NA	NA	NA
NA.15583	NA.15583	NA	NA	NA	NA	NA	NA	NA	NA
NA.15584	NA.15584	NA	NA	NA	NA	NA	NA	NA	NA
NA.15585	NA.15585	NA	NA	NA	NA	NA	NA	NA	NA
NA.15586	NA.15586	NA	NA	NA	NA	NA	NA	NA	NA
NA.15587	NA.15587	NA	NA	NA	NA	NA	NA	NA	NA
NA.15588	NA.15588	NA	NA	NA	NA	NA	NA	NA	NA
NA.15589	NA.15589	NA	NA	NA	NA	NA	NA	NA	NA
NA.15590	NA.15590	NA	NA	NA	NA	NA	NA	NA	NA
NA.15591	NA.15591	NA	NA	NA	NA	NA	NA	NA	NA
NA.15592	NA.15592	NA	NA	NA	NA	NA	NA	NA	NA
NA.15593	NA.15593	NA	NA	NA	NA	NA	NA	NA	NA
NA.15594	NA.15594	NA	NA	NA	NA	NA	NA	NA	NA
NA.15595	NA.15595	NA	NA	NA	NA	NA	NA	NA	NA
NA.15596	NA.15596	NA	NA	NA	NA	NA	NA	NA	NA
NA.15597	NA.15597	NA	NA	NA	NA	NA	NA	NA	NA
NA.15598	NA.15598	NA	NA	NA	NA	NA	NA	NA	NA
NA.15599	NA.15599	NA	NA	NA	NA	NA	NA	NA	NA
NA.15600	NA.15600	NA	NA	NA	NA	NA	NA	NA	NA
NA.15601	NA.15601	NA	NA	NA	NA	NA	NA	NA	NA
NA.15602	NA.15602	NA	NA	NA	NA	NA	NA	NA	NA
NA.15603	NA.15603	NA	NA	NA	NA	NA	NA	NA	NA
NA.15604	NA.15604	NA	NA	NA	NA	NA	NA	NA	NA
NA.15605	NA.15605	NA	NA	NA	NA	NA	NA	NA	NA
NA.15606	NA.15606	NA	NA	NA	NA	NA	NA	NA	NA
NA.15607	NA.15607	NA	NA	NA	NA	NA	NA	NA	NA
NA.15608	NA.15608	NA	NA	NA	NA	NA	NA	NA	NA
NA.15609	NA.15609	NA	NA	NA	NA	NA	NA	NA	NA
NA.15610	NA.15610	NA	NA	NA	NA	NA	NA	NA	NA
NA.15611	NA.15611	NA	NA	NA	NA	NA	NA	NA	NA
NA.15612	NA.15612	NA	NA	NA	NA	NA	NA	NA	NA
NA.15613	NA.15613	NA	NA	NA	NA	NA	NA	NA	NA
NA.15614	NA.15614	NA	NA	NA	NA	NA	NA	NA	NA
NA.15615	NA.15615	NA	NA	NA	NA	NA	NA	NA	NA
NA.15616	NA.15616	NA	NA	NA	NA	NA	NA	NA	NA
NA.15617	NA.15617	NA	NA	NA	NA	NA	NA	NA	NA
NA.15618	NA.15618	NA	NA	NA	NA	NA	NA	NA	NA
NA.15619	NA.15619	NA	NA	NA	NA	NA	NA	NA	NA
NA.15620	NA.15620	NA	NA	NA	NA	NA	NA	NA	NA
NA.15621	NA.15621	NA	NA	NA	NA	NA	NA	NA	NA
NA.15622	NA.15622	NA	NA	NA	NA	NA	NA	NA	NA
NA.15623	NA.15623	NA	NA	NA	NA	NA	NA	NA	NA
NA.15624	NA.15624	NA	NA	NA	NA	NA	NA	NA	NA
NA.15625	NA.15625	NA	NA	NA	NA	NA	NA	NA	NA
NA.15626	NA.15626	NA	NA	NA	NA	NA	NA	NA	NA
NA.15627	NA.15627	NA	NA	NA	NA	NA	NA	NA	NA
NA.15628	NA.15628	NA	NA	NA	NA	NA	NA	NA	NA
NA.15629	NA.15629	NA	NA	NA	NA	NA	NA	NA	NA
NA.15630	NA.15630	NA	NA	NA	NA	NA	NA	NA	NA
NA.15631	NA.15631	NA	NA	NA	NA	NA	NA	NA	NA
NA.15632	NA.15632	NA	NA	NA	NA	NA	NA	NA	NA
NA.15633	NA.15633	NA	NA	NA	NA	NA	NA	NA	NA
NA.15634	NA.15634	NA	NA	NA	NA	NA	NA	NA	NA
NA.15635	NA.15635	NA	NA	NA	NA	NA	NA	NA	NA
NA.15636	NA.15636	NA	NA	NA	NA	NA	NA	NA	NA
NA.15637	NA.15637	NA	NA	NA	NA	NA	NA	NA	NA
NA.15638	NA.15638	NA	NA	NA	NA	NA	NA	NA	NA
NA.15639	NA.15639	NA	NA	NA	NA	NA	NA	NA	NA
NA.15640	NA.15640	NA	NA	NA	NA	NA	NA	NA	NA
NA.15641	NA.15641	NA	NA	NA	NA	NA	NA	NA	NA
NA.15642	NA.15642	NA	NA	NA	NA	NA	NA	NA	NA
NA.15643	NA.15643	NA	NA	NA	NA	NA	NA	NA	NA
NA.15644	NA.15644	NA	NA	NA	NA	NA	NA	NA	NA
NA.15645	NA.15645	NA	NA	NA	NA	NA	NA	NA	NA
NA.15646	NA.15646	NA	NA	NA	NA	NA	NA	NA	NA
NA.15647	NA.15647	NA	NA	NA	NA	NA	NA	NA	NA
NA.15648	NA.15648	NA	NA	NA	NA	NA	NA	NA	NA
NA.15649	NA.15649	NA	NA	NA	NA	NA	NA	NA	NA
NA.15650	NA.15650	NA	NA	NA	NA	NA	NA	NA	NA
NA.15651	NA.15651	NA	NA	NA	NA	NA	NA	NA	NA
NA.15652	NA.15652	NA	NA	NA	NA	NA	NA	NA	NA
NA.15653	NA.15653	NA	NA	NA	NA	NA	NA	NA	NA
NA.15654	NA.15654	NA	NA	NA	NA	NA	NA	NA	NA
NA.15655	NA.15655	NA	NA	NA	NA	NA	NA	NA	NA
NA.15656	NA.15656	NA	NA	NA	NA	NA	NA	NA	NA
NA.15657	NA.15657	NA	NA	NA	NA	NA	NA	NA	NA
NA.15658	NA.15658	NA	NA	NA	NA	NA	NA	NA	NA
NA.15659	NA.15659	NA	NA	NA	NA	NA	NA	NA	NA
NA.15660	NA.15660	NA	NA	NA	NA	NA	NA	NA	NA
NA.15661	NA.15661	NA	NA	NA	NA	NA	NA	NA	NA
NA.15662	NA.15662	NA	NA	NA	NA	NA	NA	NA	NA
NA.15663	NA.15663	NA	NA	NA	NA	NA	NA	NA	NA
NA.15664	NA.15664	NA	NA	NA	NA	NA	NA	NA	NA
NA.15665	NA.15665	NA	NA	NA	NA	NA	NA	NA	NA
NA.15666	NA.15666	NA	NA	NA	NA	NA	NA	NA	NA
NA.15667	NA.15667	NA	NA	NA	NA	NA	NA	NA	NA
NA.15668	NA.15668	NA	NA	NA	NA	NA	NA	NA	NA
NA.15669	NA.15669	NA	NA	NA	NA	NA	NA	NA	NA
NA.15670	NA.15670	NA	NA	NA	NA	NA	NA	NA	NA
NA.15671	NA.15671	NA	NA	NA	NA	NA	NA	NA	NA
NA.15672	NA.15672	NA	NA	NA	NA	NA	NA	NA	NA
NA.15673	NA.15673	NA	NA	NA	NA	NA	NA	NA	NA
NA.15674	NA.15674	NA	NA	NA	NA	NA	NA	NA	NA
NA.15675	NA.15675	NA	NA	NA	NA	NA	NA	NA	NA
NA.15676	NA.15676	NA	NA	NA	NA	NA	NA	NA	NA
NA.15677	NA.15677	NA	NA	NA	NA	NA	NA	NA	NA
NA.15678	NA.15678	NA	NA	NA	NA	NA	NA	NA	NA
NA.15679	NA.15679	NA	NA	NA	NA	NA	NA	NA	NA
NA.15680	NA.15680	NA	NA	NA	NA	NA	NA	NA	NA
NA.15681	NA.15681	NA	NA	NA	NA	NA	NA	NA	NA
NA.15682	NA.15682	NA	NA	NA	NA	NA	NA	NA	NA
NA.15683	NA.15683	NA	NA	NA	NA	NA	NA	NA	NA
NA.15684	NA.15684	NA	NA	NA	NA	NA	NA	NA	NA
NA.15685	NA.15685	NA	NA	NA	NA	NA	NA	NA	NA
NA.15686	NA.15686	NA	NA	NA	NA	NA	NA	NA	NA
NA.15687	NA.15687	NA	NA	NA	NA	NA	NA	NA	NA
NA.15688	NA.15688	NA	NA	NA	NA	NA	NA	NA	NA
NA.15689	NA.15689	NA	NA	NA	NA	NA	NA	NA	NA
NA.15690	NA.15690	NA	NA	NA	NA	NA	NA	NA	NA
NA.15691	NA.15691	NA	NA	NA	NA	NA	NA	NA	NA
NA.15692	NA.15692	NA	NA	NA	NA	NA	NA	NA	NA
NA.15693	NA.15693	NA	NA	NA	NA	NA	NA	NA	NA
NA.15694	NA.15694	NA	NA	NA	NA	NA	NA	NA	NA
NA.15695	NA.15695	NA	NA	NA	NA	NA	NA	NA	NA
NA.15696	NA.15696	NA	NA	NA	NA	NA	NA	NA	NA
NA.15697	NA.15697	NA	NA	NA	NA	NA	NA	NA	NA
NA.15698	NA.15698	NA	NA	NA	NA	NA	NA	NA	NA
NA.15699	NA.15699	NA	NA	NA	NA	NA	NA	NA	NA
NA.15700	NA.15700	NA	NA	NA	NA	NA	NA	NA	NA
NA.15701	NA.15701	NA	NA	NA	NA	NA	NA	NA	NA
NA.15702	NA.15702	NA	NA	NA	NA	NA	NA	NA	NA
NA.15703	NA.15703	NA	NA	NA	NA	NA	NA	NA	NA
NA.15704	NA.15704	NA	NA	NA	NA	NA	NA	NA	NA
NA.15705	NA.15705	NA	NA	NA	NA	NA	NA	NA	NA
NA.15706	NA.15706	NA	NA	NA	NA	NA	NA	NA	NA
NA.15707	NA.15707	NA	NA	NA	NA	NA	NA	NA	NA
NA.15708	NA.15708	NA	NA	NA	NA	NA	NA	NA	NA
NA.15709	NA.15709	NA	NA	NA	NA	NA	NA	NA	NA
NA.15710	NA.15710	NA	NA	NA	NA	NA	NA	NA	NA
NA.15711	NA.15711	NA	NA	NA	NA	NA	NA	NA	NA
NA.15712	NA.15712	NA	NA	NA	NA	NA	NA	NA	NA
NA.15713	NA.15713	NA	NA	NA	NA	NA	NA	NA	NA
NA.15714	NA.15714	NA	NA	NA	NA	NA	NA	NA	NA
NA.15715	NA.15715	NA	NA	NA	NA	NA	NA	NA	NA
NA.15716	NA.15716	NA	NA	NA	NA	NA	NA	NA	NA
NA.15717	NA.15717	NA	NA	NA	NA	NA	NA	NA	NA
NA.15718	NA.15718	NA	NA	NA	NA	NA	NA	NA	NA
NA.15719	NA.15719	NA	NA	NA	NA	NA	NA	NA	NA
NA.15720	NA.15720	NA	NA	NA	NA	NA	NA	NA	NA
NA.15721	NA.15721	NA	NA	NA	NA	NA	NA	NA	NA
NA.15722	NA.15722	NA	NA	NA	NA	NA	NA	NA	NA
NA.15723	NA.15723	NA	NA	NA	NA	NA	NA	NA	NA
NA.15724	NA.15724	NA	NA	NA	NA	NA	NA	NA	NA
NA.15725	NA.15725	NA	NA	NA	NA	NA	NA	NA	NA
NA.15726	NA.15726	NA	NA	NA	NA	NA	NA	NA	NA
NA.15727	NA.15727	NA	NA	NA	NA	NA	NA	NA	NA
NA.15728	NA.15728	NA	NA	NA	NA	NA	NA	NA	NA
NA.15729	NA.15729	NA	NA	NA	NA	NA	NA	NA	NA
NA.15730	NA.15730	NA	NA	NA	NA	NA	NA	NA	NA
NA.15731	NA.15731	NA	NA	NA	NA	NA	NA	NA	NA
NA.15732	NA.15732	NA	NA	NA	NA	NA	NA	NA	NA
NA.15733	NA.15733	NA	NA	NA	NA	NA	NA	NA	NA
NA.15734	NA.15734	NA	NA	NA	NA	NA	NA	NA	NA
NA.15735	NA.15735	NA	NA	NA	NA	NA	NA	NA	NA
NA.15736	NA.15736	NA	NA	NA	NA	NA	NA	NA	NA
NA.15737	NA.15737	NA	NA	NA	NA	NA	NA	NA	NA
NA.15738	NA.15738	NA	NA	NA	NA	NA	NA	NA	NA
